"";"id";"screen name";"text"
"4438";"UHJvcG9zYWw6NjNmMDI1ZTMtM2E3My0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_62937";"Moins subventionner les écoles privées confessionnelles Faire des contrôles réguliers sur la teneur de l'enseignement pour vérifier qu'il n'est pas contraire aux valeurs de la  république française"
"4439";"UHJvcG9zYWw6YTFmMDFhNDgtNDI4Ny0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_80391";"Lutter contre le communautarisme favoriser l'implantation de populations ayant une culture compatible avec la nôtre"
"4440";"UHJvcG9zYWw6MjU5MjgyMjEtMjdiMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_34180";"Non réponse"
"4441";"UHJvcG9zYWw6OTY0NzE3MTYtNDRlZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_92471";"Faudrait peut-être voir à respecter les """"coutumes et traditions"""" de notre pays avant de vouloir imposer les siennes surtout lorsque la personne est """"étrangère""""."
"4442";"UHJvcG9zYWw6NmY2NmIzZWMtMWUzMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_737";"Chacun doit déjà respecter les principes existants."
"4443";"UHJvcG9zYWw6ZjIwNDVjMWEtMmZiNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_47173";"faire respecter les lois sur les signes ostentatoires religieux"
"4444";"UHJvcG9zYWw6ZDM2MmRkMmItM2Y2Zi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_73553";"Simplement présenter et utiliser la loi de 1905 comme une loi de liberté et de respect de l'autre avec l'obligation de réprimer fermement tout dérapage en la matière. Vigilance permanente par rapport aux dérives anti religieuses ou philosophiques, notamment le dévoiement de la loi consistant à assimiler laïcité et négation de pratiquer philosophie et religion (si elles ne dérogent pas à l'ordre public) et de vouloir imposer le """"laïcisme"""" comme religion d’État"
"4445";"UHJvcG9zYWw6Y2E4MzhkZDctNDY4MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_100393";"Non réponse"
"4446";"UHJvcG9zYWw6ZTAxZWNiOTAtM2RlNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_70230";"Le dialogue interculturel"
"4447";"UHJvcG9zYWw6ZDJiZmUwYTEtMmY5MC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_46829";"Non réponse"
"4448";"UHJvcG9zYWw6MTZmNDUyYWItMzNhNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_52321";"Appliquer la loi de 1905 purement et ne pas l'aménager"
"4449";"UHJvcG9zYWw6NmMxZTFlZWEtMjBhZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_16291";"Laïcité ne veut pas dire suppression de la culture de notre pays . Ou est le mal de mettre une creche par exemple dans une mairie,  alors que lon fête les rois à l'Elysee et la fin du ramadan a la mairie de paris."
"4450";"UHJvcG9zYWw6MzYxZTE0MTktNDAxMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_74560";"Non réponse"
"4451";"UHJvcG9zYWw6NzcyYzJlOTgtNDViNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_96052";"de respecter la loi de 1905, avec un défenseur des droits qui peut être solliciter par toute association d'intérêt général."
"4452";"UHJvcG9zYWw6MDIxZGNmYzktMWU3Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_4245";"Interdire le coran qui appelle au meurtre toutes les 10 sourates"
"4453";"UHJvcG9zYWw6NmM0YmZkZjYtMmQyYS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_43390";"Il faudrait rétablir le sens même de Laïcité. C'est une très belle valeur mais elle est aujourd'hui déformée car mal interprétée. Cela pourrait se faire via l'éducation, on parle souvent aux enfant de laïcité mais fait-on réellement l'effort de s'assurer qu'ils intériorisent ce principe ?"
"4454";"UHJvcG9zYWw6YjQzNjljYWYtNDUwZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_93404";"Peut-être rien de plus à faire."
"4455";"UHJvcG9zYWw6YmNhMmRlNzgtMzQ0ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_53151";"Des l'ECOLE PRIMAIRE( 5 ans) rappeler à chacun ce qu'est la laicité et la séparation entre l'ETAT qui gère la communauté nationale et les principes des différentes RELIGIONS"
"4456";"UHJvcG9zYWw6ZTk5MTNhYzUtM2VkNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_72647";"ne pas trembler dans son application"
"4457";"UHJvcG9zYWw6NTQ5YzI0NTItMmUxZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_45480";"mettre le respect de l'autre au centre de toute relation individuelle ou publique"
"4458";"UHJvcG9zYWw6YmVhNzJmNmYtNDY5Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_101392";"L école a un rôle primordiale pour expliquer les principes de laïcité fondement de la République  Toute personne demandant la nationalité française devrait témoigner d une compréhension de ce principe"
"4459";"UHJvcG9zYWw6MThmNWFmZGYtM2UwOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_70732";"la cantine a l ecole  ne doit pas contenir de viande casher ou halal, pas de port de voile dans les services publics et l'ecole"
"4460";"UHJvcG9zYWw6ZWUxNmVmMjEtNDI0NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_79371";"Non réponse"
"4461";"UHJvcG9zYWw6YTczNTEwZmEtMjAxNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_14427";"Non réponse"
"4462";"UHJvcG9zYWw6MDJjMTU5ZTItMjUzMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_29057";"Non réponse"
"4463";"UHJvcG9zYWw6ZmIzMWRhZjQtNDUwYy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_93383";"Non réponse"
"4464";"UHJvcG9zYWw6YmZjNTEzNmEtMWY1NS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_10620";"La loi de 1905 est très clair. Aucun lien entre l'Eglise et L'Etat. Je veux bien que la loi se retouchée si et seulement si c'est pour remplacer """"Eglise"""" par """"Religion""""  Je pense que l'Etat a assez de chose à faire pour aller en plus s'occuper de religion. La foi est une question personnelle et intime le gouvernement n'a pas à s'en mêler. La séparation entre religion et Etat doit être total et aucun lien ne doit jamais exister entre une religion peut importe laquelle le gouvernement."
"4465";"UHJvcG9zYWw6M2U4NmU3OGQtM2M1OS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_66463";"La laïcité ne doit pas être ressentie comme une censure religieuse. Il faut travailler avec les institutions religieuses pour inciter leurs fidèles à s'intégrer dans la culture française, notamment au niveau vestimentaire"
"4466";"UHJvcG9zYWw6ZGFiYWNhZTEtMmU0My0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_45745";"respect de la loi de 1905, ni plus ni moins. Ne pas rentrer dans le piège de l'affrontement voulu par les islamistes, hyper minoritaires dans le pays"
"4467";"UHJvcG9zYWw6ZTI4NjRkYmQtNDM0Ni0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_83561";"Plusieurs règles sont à réaffirmées: rappeler que la religion catholique est à l'origine de notre histoire. Certains l'ont oublié et tentent de d'affirmer leur religion de façon ostentatoire.  Dès l'école laïque cela doit être enseigné, aucun signe laissant apparaitre l'appartenance à une religion, groupe ne devrait être rappeler de façon ferme.  De même un service militaire obligatoire avec des classes de formation, comme avant devrait être rétabli, cela participait à l'éducation de valeur citoyenne et sociales.  Enfin il parait cohérent de ne pas admettre des personnes avec des vêtements signifiant  des signes d'appartenance religieux, pour travailler dans les services publiques ou des entreprises procurant des offres de services publiques. Cela permet de mettre en exhergue la séparation de la citoyenneté et la religion."
"4468";"UHJvcG9zYWw6NWU1ZWFlODktNDBhYy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_75807";"Non réponse"
"4469";"UHJvcG9zYWw6NDRhNTgzOTItM2I4NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_64972";"Avec la laïcité à tout vent, on réduit le côté moraliste, repère des religions."
"4470";"UHJvcG9zYWw6ZjdiMDUzZDAtMjE5Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_20028";"APPLIQUER la loi de 1905 ."
"4471";"UHJvcG9zYWw6MzkwZjhhNzktNDk5Zi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_114930";"Non réponse"
"4472";"UHJvcG9zYWw6NWI0YzEzNWYtMmQ2ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_44425";"Non réponse"
"4473";"UHJvcG9zYWw6MzA5MTM3Y2EtMjQ5NS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_27703";"Déjà, faire appliquer les lois existantes."
"4474";"UHJvcG9zYWw6NDMxZjcxY2QtMjQ0Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_27030";"Education et formation scolaire et universitaire pas de signes religieux dans l'espace public"
"4475";"UHJvcG9zYWw6ZjNjMDRjZDYtNDY3Yi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_100177";"Appliquer à la lettre la loi de séparation de l'Eglise et de l'Etat, et arrêter de vouloir légiférer dès qu'il y a un problème Arrêter de nier l'héritage chrétien de notre pays, notamment en se focalisant sur l'islam."
"4476";"UHJvcG9zYWw6MzNkZDlmY2MtNDcwOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_103518";"Non réponse"
"4477";"UHJvcG9zYWw6Y2Q5Zjg0NDEtMjE4ZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_19646";"Loi sur laïcité doit être appliquée dans totalité. L’état doit s'assurer que les responsables et les prêcheurs de toutes les religion diffusent un message de tolérance et de paix. Dans le cas contraire des sanctions fortes doivent appliquées quelque soit la religion. La France est un état laïque et ne doit pas se laisser influencer par le religieux."
"4478";"UHJvcG9zYWw6YmYyNDJjMTItMWZmYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_13755";"La Laïcité ne doit pas être un instrument destiné à stigmatiser telle ou telle religion en France. Son objectif est au contraire de les faire toutes cohabiter  ensemble  dès lors qu’elles se développent dans le cadre des lois de la République, respectent la liberté de conscience de chacun et ne troublent, en aucun, cas l’ordre public par des manifestations intempestives. L’Etat doit toujours demeurer le garant de la paix civile interne et conserver une grande neutralité à l’égard de chacune d’elle."
"4479";"UHJvcG9zYWw6MzdkZjIzNWQtMjIyYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_21303";"La laïcité doit permettre la libre expression de toutes les croyances. En ce sens, il me paraît dommage que l'enseignement du fait religieux soit absent à l'école. Il est important de respecter les différentes fortes de croyances, non en les niant mais en n'établissant pas de hiérarchie entre elles. Chacun est libre de ne pas croire ou de croire, dans le respect des valeurs de la République."
"4480";"UHJvcG9zYWw6NDdkNmRiMTMtM2I2ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_64598";"Non réponse"
"4481";"UHJvcG9zYWw6ZDg1YjNmNTEtMjBhMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_15995";"Comprends pas pourquoi cette question apparaît !!!!"
"4482";"UHJvcG9zYWw6NTcwN2JmYzMtMjk4Zi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_38523";"Que l’État ne subventionne plus les écoles privées. Les discours des Présidents Sarkozy (le curé et l'instituteur) et Macron ont fait beaucoup de mal à l'idée de République Laïque."
"4483";"UHJvcG9zYWw6MTZjZTk3M2ItNDM2Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_85405";"Faire signer une charte respectant la laïcité, la république et ses lois, les droits de l'homme, ..., à toutes les religions. Obliger la transparence financières de ces religions."
"4484";"UHJvcG9zYWw6ODlhZmFlNjktNDVkNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_97016";"Qu'il n'y ait pas de rapport entre l'État et les religions.  Interdiction du voile intégral. Ne pas chercher a adapter le fonctionnement français a diverses religions mais en faire complètement abstraction,  Créer un fonctionnement unique , commun a tous, sans lien avec aucune religion"
"4485";"UHJvcG9zYWw6ZWI0ZDdiZjYtMjU3MS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_29925";"s'assurer que les religions respectent bien les lois et mœurs en vigueur dans notre pays"
"4486";"UHJvcG9zYWw6NjVjZWU5ODgtNDM0NC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_83448";"Ne pas faire de discours auprès des représentants catholiques en regrettant que le lien entre l'Etat et l'Eglise se soit délité.... C'est le propre de la loi de 1905 !!! Mettre fin à la consultation des instances religieuses sur les grandes questions de société (notamment révision des lois bioéthiques) et limité le plus grand lobby de France qu'est l'Eglise......"
"4487";"UHJvcG9zYWw6NGM2ZDllMzAtNDhmYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_112965";"Non réponse"
"4488";"UHJvcG9zYWw6ZGU0N2M5ZmItNDdiYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_108095";"Non réponse"
"4489";"UHJvcG9zYWw6MjE1MmMwMDgtMmM4NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_42443";"Non réponse"
"4490";"UHJvcG9zYWw6OWI1YmI2NTAtM2Y0Ny0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_73114";"Non réponse"
"4491";"UHJvcG9zYWw6M2E3YmM1MjctMzkyNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_61225";"Non réponse"
"4492";"UHJvcG9zYWw6NzcxZTA2N2QtMjJmNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_23889";"Non réponse"
"4493";"UHJvcG9zYWw6MWI5OWVmZmQtMmM3Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_42330";"Rien, la politique actuelle me convient."
"4494";"UHJvcG9zYWw6ZDczN2VmYzUtNDQxOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_88811";"Ne pas céder aux exigences communautaristes"
"4495";"UHJvcG9zYWw6MWY3NDc2MWItMzc4ZS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_58414";"RIC EN TOUTES MATIÈRES"
"4496";"UHJvcG9zYWw6NDk3ZjlhOTctMzJmMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_51349";"c'est déjà très bien."
"4497";"UHJvcG9zYWw6ZGM2NTRiMDAtM2NlMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_67131";"Non réponse"
"4498";"UHJvcG9zYWw6ODhiNGE0MTktM2NjNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_66855";"Appliquer déjà la loi de 1905, renforcer dans l'espace public, l'interdiction de port et signes ostentatoires ."
"4499";"UHJvcG9zYWw6ZjI3YTk3ZGItMWUzMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_584";"Expliquer davantage la laïcité afin que les ambiguïtés dans l'application de la loi soient levées (pourquoi plus une crèche avec des santons dans une mairie que le port du voile dans l'espace de la mairie ?). L'école une fois de plus doit transmettre les valeurs humanistes, des valeurs de vivre ensemble. La privatisation de l'éducation n'amène t-elle pas une gentrification ou une ghettoïsation de certaines écoles ?"
"4500";"UHJvcG9zYWw6M2Y5ZGI0OWMtNDhmMS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_112649";"Rien"
"4501";"UHJvcG9zYWw6ZGMyZjQ1NzAtMjI2MS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_22712";"Que les orientations soient affirmées et faire qu'elles soient respectées . Ne pas accepter que la loi du plus fort s'installe."
"4502";"UHJvcG9zYWw6OTc1Yjc3YmEtM2RiOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_69068";"La stricte séparation est une condition inconditionnelle de l'équilibre républicain. Le religieux, quel qu'il soit, peut s'exprimer mais ne doit pas avoir d'influence ni de prise sur la politique nationale. Il est d'ailleurs souhaitable qu'aucune formation politique ne contienne de référence religieuse dans son intitulé (ex : Parti chrétien-démocrate). Des opinions basées sur des croyances religieuses ne devraient pas être associées à des mouvances politiques mais rester de l'ordre de la conviction individuelle."
"4503";"UHJvcG9zYWw6MDFiYmNkYjAtNDM3Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_86214";"Appliquer la loi elle est faite pour cela."
"4504";"UHJvcG9zYWw6MzZhYjE2N2ItMjRkZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_28836";"1. NE PAS OUBLIER QUE LA CULTURE, L'HISTOIRE, et TOUT CE QUI FAIT la FRANCE et l'a construite est CHRETIEN. L'Etat Français se trompe quand il s'adresse inlassablement aux Français en leur faisant la morale et en leur répétant qu'ils doivent sacrifier toutes leurs coutumes pour ne pas offenser les musulmans. Les juifs, présents depuis longtemps dans notre société n'ont jamais réclamé rien de tel. La Maire de Paris qui organise des fêtes de ramadan à l'hôtel de ville - avec l'argent des citoyens - n'oeuvre pas en faveur de la laïcité en se comportant de la sorte. Et l'Etat devrait la rappeler à l'ordre et la sommer d'observer la laïcité de sa fonction, puisque les pauvres administrés ne peuvent rien faire !  2. Etre intransigeant sur le port du quihab et de la grande tunique noire derrière lesquels n'importe quel terroriste peut se cacher armé. Quand on se rend dans les pays arabes, les femmes occidentales doivent porter un foulard et quelquefois une tunique. La réciprocité doit être la règle dans les exigences et les femmes non conformes être mises en demeure de se changer dès l'intérieur de leur arrivée à l'aéroport, sous peine de refus de débarquer.  3. Refuser de payer des allocations de quelque sorte que ce soit à une femme vêtue de la sorte, qui représente un danger pour la sécurité des citoyens, et qui de surcroît ne parle pas français, étant ainsi complètement incapable de s'ouvrir à notre culture et d'élever ses enfants pour qu'ils s'intègrent dans la société.  4. Exiger - examen à l'appui - la maîtrise parfaite de la langue française - et donc une certaine compréhension de notre culture - avant d'accorder le droit à de quelconques allocations de toutes sortes. Les cours de langue doivent être payés par les personnes qui postulent à vivre sur notre territoire, comme le font certains pays du Nord de l'Europe. Ils doivent emprunter ou travailler pour cela.  5. La religion musulmane n'a pas de structure hiérarchique et n'importe qui peut se proclamer imam et haranguer les foules comme il l'entend. Il faut arriver à ce que les musulmans de France veuillent bien se structurer et accepter que ceux qui parlent en leur nom soient élus par eux, et révocables par eux aussi. Localement, et au niveau national un représentant.  6. Ne pas tolérer - comme à Lille je crois bien - que des piscines publiques soient réservées à certaines heures aux seules femmes.  7. Ne pas tolérer que des fonds venus du Moyen Orient viennent financer des individus dans nos banlieues ( contre le port du voile par exemple) ou pour construire des Mosquées."
"4505";"UHJvcG9zYWw6NzIyMWU0NmItNDZhNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_101746";"arrêter avec cet épouvantail surtout"
"4506";"UHJvcG9zYWw6YTM1ZWRiMDYtNDhjOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_111322";"Non réponse"
"4507";"UHJvcG9zYWw6NGI2NDM5ZTAtMzg2Ny0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_60105";"école laïque pour tous"
"4508";"UHJvcG9zYWw6YTNhZTRkMDgtMjQ5NC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_27690";"Enregistrement des intervenants obligatoires / déclaration préalable date / lieu / heure de chaque office. Accréditation de l'état pour pouvoir assurer un office"
"4509";"UHJvcG9zYWw6YzhhM2M1ZWMtNDc0NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_105749";"Non réponse"
"4510";"UHJvcG9zYWw6MDVjM2ZhYjItMzJiYS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_50688";"Des campagnes de presse, de la sensibilisation à l'école et dans les associations, partout. Le point commun à tous c'est la république, c'est notre """"maison"""", c'est elle qui dicte la loi universelle. Après chacun est libre d'exercer son culte tant qu'il reste dans sa """"chambre"""" et qu'il n'impose rien aux autres."
"4511";"UHJvcG9zYWw6NWY1MzQ2M2ItMjBiYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_16691";"La FRANCE est un pays laique, la religion est un choix personnelle, il faut le rappeler"
"4512";"UHJvcG9zYWw6OGMwODMyMWYtNDAyMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_74833";"a) interdire fermement les discours prosélyte et excluants b) """"sanctuariser"""" l'espace public en autorisant les signes religieux discrets et en les interdisant complétement au sein des services Publics c) Garantir renforcer la mixité sociale (carte scolaire notamment) afin d'éviter la création de """"Ghettos"""""
"4513";"UHJvcG9zYWw6ZGQzYjkxNDQtMmQ3Ny0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_44533";"cesser le laxisme sur ce sujet et condamner systématiquement les plus petites atteintes à la laïcité dans la vie publique"
"4514";"UHJvcG9zYWw6NmVjZmNhNWMtM2NjMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_66788";"Non réponse"
"4515";"UHJvcG9zYWw6Mzg5NGM0MjctMWYxMi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_7723";"Non réponse"
"4516";"UHJvcG9zYWw6MmNkNzE4YTUtMjBhMS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_16005";"Un traitement égal de toutes les religions, une séparation claire entre les personnes extrémistes et ceux qui emmerdent personnes, plus de voix pour les athées et agnostiques"
"4517";"UHJvcG9zYWw6YzM5YWVkOWYtMjdhNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_34017";"Etre intransigeant sur les principes de la laîcité : ça a été et reste une grande force de la France et de son unité."
"4518";"UHJvcG9zYWw6ZTUxMTZmN2EtMjIzYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_21616";"faire appliquer les lois qui existent, cela serait déja  énorme."
"4519";"UHJvcG9zYWw6NTI4MWY3ZDctM2VjNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_72509";"Non réponse"
"4520";"UHJvcG9zYWw6YzU0YWUwOGMtMzEzZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_48877";"Informer à l’ecole Publique"
"4521";"UHJvcG9zYWw6NjIwYmFjM2UtNDMzMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_82735";"Non réponse"
"4522";"UHJvcG9zYWw6MTg0OTMzYjItMzYwMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_56081";"Non réponse"
"4523";"UHJvcG9zYWw6ZjkwYWMwZjQtNDMzNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_82873";"L’une des forces de la France est la laïcité qui permet à tout à chacun de pratiquer sa culture spirituelle en pleine intégration dans la société.  Le rôle de l’état doit être protecteur dans ce contexte de pratique pour les concitoyens qui le souhaitent. Il doit également veiller à la bonne pratique de chaque religion dans le respect des lois de la République et s’assurer qu’aucune religion ne prenne le pas par des moyens non religieux ou non républicain pour imposer ses points de vue."
"4524";"UHJvcG9zYWw6Mzg1MThjMzQtMmUwNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_45190";"La religion doit être gérée dans la sphère privée. Elle ne doit en aucun cas influer dans le domaine public et encore moins dans le mode de gouvernance. Il est par ailleurs regrettable de ségréguer les enfants dans des écoles spécifiques selon la religion des parents."
"4525";"UHJvcG9zYWw6Yzg5MzNiYTktM2ZmMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_74143";"appliquer vraiment la loi de 1905, toute la loi de 1905, rien que la loi de 1905"
"4526";"UHJvcG9zYWw6Y2VmOGE0YmQtNDI4MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_80254";"Déjà que le Président de la République joue un rôle strictement neutre au niveau de la religion. Sa présence dans un établissement religieux (église, mosquée ou autre ) en tant que représentant de l'Etat n'a pas lieu d'être."
"4527";"UHJvcG9zYWw6YmMyNDgyNjgtNDViMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_95859";"Non réponse"
"4528";"UHJvcG9zYWw6NTFhNDgxMDItMzJlNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_51177";"Le principe de laïcité semble s'effriter car l'Etat semble douter lui même sur la légitimité de ce principe, face aux """"attaques"""" et polémiques. Ce principe semble plutôt bien fonctionner depuis 100 ans. Il faut juste rester clair et ferme."
"4529";"UHJvcG9zYWw6Nzc0NGYzMWEtMzgyNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_59216";"Non réponse"
"4530";"UHJvcG9zYWw6ZTFiYjA2ZTYtNDg5MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_110365";"Non réponse"
"4531";"UHJvcG9zYWw6YjdkMzYyNWUtNDhjOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_111326";"La laïcité fait partie de notre république . La religion , comme d'autres orientations (sexuelles , ...) reste du domaine du privé et doit le rester . A voir avec de vrais experts ce qu'impose une religion que nous puissions accepter."
"4532";"UHJvcG9zYWw6M2FiMDEwNTAtMmExYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_39147";"Supprimer les exceptions à l'indépendance de l’Église et l’État."
"4533";"UHJvcG9zYWw6NzNiMWY3ZDQtNDgzNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_109940";"la loi de 1905 est très bien"
"4534";"UHJvcG9zYWw6MDEzNmY5ZjgtM2RkYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_69890";"Faire appliquer la loi"
"4535";"UHJvcG9zYWw6NDhkNjFlYTItM2UxNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_70792";"une absence totale de prise de position de l'état dans la vie des acteurs religieux,"
"4536";"UHJvcG9zYWw6NzcxNzNlZDMtMjU4ZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_30458";"Non réponse"
"4537";"UHJvcG9zYWw6OTI1OWM5MjctNDc2MC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_106639";"Il y a de la laicité en France - On a meme oublié nos racines Catholiques."
"4538";"UHJvcG9zYWw6YTc3Mjg5NmYtMzM4YS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_52019";"appliquer strictement la loi de 1905"
"4539";"UHJvcG9zYWw6ZThkNmNjZGEtMjhjYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_37352";"Appliquer fermement la loi de 1905 ... Interdire les financements venant de l'étranger aux lieux de culte ..."
"4540";"UHJvcG9zYWw6ZjIxYmY2ZGItMjAwMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_14020";"Ne pas toucher à la loi de 1905. Au nom de la LIBERTE j'accepte les religions qui ont des idées d'autres siècles , à elles de d'accepter  les choix de vie  qu'elles n 'agréent pas ,pourvu qu'ils ne soient pas néfastes à autrui ."
"4541";"UHJvcG9zYWw6ZmZkMTRiMTctNDhjNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_111234";"Non réponse"
"4542";"UHJvcG9zYWw6MWE5YjViMDMtM2RjYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_69428";"Combattre les intégrismes de tout bord"
"4543";"UHJvcG9zYWw6YzE0NTM4MWYtM2I5MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_65094";"Aborder ces questions dans le cadre de l'éducation nationale - avoir un discours clair de la part des services publics"
"4544";"UHJvcG9zYWw6NzI2MGUyNWEtNDZmNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_102880";"Non réponse"
